Protein	Label	log2FC	SE	Tvalue	DF	pvalue	adj.pvalue	issue	MissingPercentage	ImputationPercentage	blood plasma|case	blood plasma|control
GNPDA1	blood plasma|case-blood plasma|control	-0.209779506	1.035698045	-0.785481922	4	0.084782196	0.084782196	NA	0.25	0.25	0	0
ADPGK	blood plasma|case-blood plasma|control	0.435277481	1.035698045	-0.785481922	4	0.08481795	0.08481795	NA	0.25	0.25	0	0
TM9SF3	blood plasma|case-blood plasma|control	0.704727022	1.035698045	-0.785481922	4	0.084826761	0.084826761	NA	0.25	0.25	0	0
SDAD1	blood plasma|case-blood plasma|control	-0.67967129	1.035698045	-0.785481922	4	0.085052371	0.085052371	NA	0.25	0.25	0	0
DDX51	blood plasma|case-blood plasma|control	-2.10052822	1.035698045	-0.785481922	4	0.085168238	0.085168238	NA	0.25	0.25	0	0
CHORDC1	blood plasma|case-blood plasma|control	-2.294675648	1.035698045	-0.785481922	4	0.085297279	0.085297279	NA	0.25	0.25	0	0
HEXA	blood plasma|case-blood plasma|control	0.690005729	1.035698045	-0.785481922	4	0.08550276	0.08550276	NA	0.25	0.25	0	0
EMC3	blood plasma|case-blood plasma|control	-0.031782217	1.035698045	-0.785481922	4	0.085509744	0.085509744	NA	0.25	0.25	0	0
PCBP1	blood plasma|case-blood plasma|control	2.980843733	1.035698045	-0.785481922	4	0.085521295	0.085521295	NA	0.25	0.25	0	0
COL5A1	blood plasma|case-blood plasma|control	2.618209807	1.035698045	-0.785481922	4	0.085602833	0.085602833	NA	0.25	0.25	0	0
DNAJC5	blood plasma|case-blood plasma|control	-1.30989552	1.035698045	-0.785481922	4	0.085811907	0.085811907	NA	0.25	0.25	0	0
MOSPD2	blood plasma|case-blood plasma|control	1.820117222	1.035698045	-0.785481922	4	0.085818689	0.085818689	NA	0.25	0.25	0	0
CALR	blood plasma|case-blood plasma|control	1.289589519	1.035698045	-0.785481922	4	0.085889795	0.085889795	NA	0.25	0.25	0	0
ATG16L1	blood plasma|case-blood plasma|control	1.236260875	1.035698045	-0.785481922	4	0.086190629	0.086190629	NA	0.25	0.25	0	0
RPL27	blood plasma|case-blood plasma|control	-0.031899111	1.035698045	-0.785481922	4	0.086198715	0.086198715	NA	0.25	0.25	0	0
CCDC12	blood plasma|case-blood plasma|control	-0.933711758	1.035698045	-0.785481922	4	0.08623919	0.08623919	NA	0.25	0.25	0	0
PON2	blood plasma|case-blood plasma|control	-0.204242147	1.035698045	-0.785481922	4	0.086256367	0.086256367	NA	0.25	0.25	0	0
SNRPF	blood plasma|case-blood plasma|control	-1.836617994	1.035698045	-0.785481922	4	0.08645973	0.08645973	NA	0.25	0.25	0	0
MYPN	blood plasma|case-blood plasma|control	-0.190870055	1.035698045	-0.785481922	4	0.08649895	0.08649895	NA	0.25	0.25	0	0
ADH5	blood plasma|case-blood plasma|control	-2.369316352	1.035698045	-0.785481922	4	0.08665048	0.08665048	NA	0.25	0.25	0	0
NUDCD2	blood plasma|case-blood plasma|control	0.929235461	1.035698045	-0.785481922	4	0.08678057	0.08678057	NA	0.25	0.25	0	0
THOC7	blood plasma|case-blood plasma|control	-1.700211285	1.035698045	-0.785481922	4	0.087367165	0.087367165	NA	0.25	0.25	0	0
THOC5	blood plasma|case-blood plasma|control	0.771862979	1.035698045	-0.785481922	4	0.08738737	0.08738737	NA	0.25	0.25	0	0
INTS9	blood plasma|case-blood plasma|control	-0.384768444	1.035698045	-0.785481922	4	0.087716802	0.087716802	NA	0.25	0.25	0	0
KLF4	blood plasma|case-blood plasma|control	-2.988261216	1.035698045	-0.785481922	4	0.087726728	0.087726728	NA	0.25	0.25	0	0
SF3B3	blood plasma|case-blood plasma|control	1.843033815	1.035698045	-0.785481922	4	0.087733037	0.087733037	NA	0.25	0.25	0	0
RFC4	blood plasma|case-blood plasma|control	2.163953919	1.035698045	-0.785481922	4	0.087770282	0.087770282	NA	0.25	0.25	0	0
PDE4D	blood plasma|case-blood plasma|control	-0.601541091	1.035698045	-0.785481922	4	0.088050621	0.088050621	NA	0.25	0.25	0	0
ABT1	blood plasma|case-blood plasma|control	-0.995375818	1.035698045	-0.785481922	4	0.088351438	0.088351438	NA	0.25	0.25	0	0
TAF15	blood plasma|case-blood plasma|control	1.647621417	1.035698045	-0.785481922	4	0.088388931	0.088388931	NA	0.25	0.25	0	0
SCP2	blood plasma|case-blood plasma|control	-0.225798003	1.035698045	-0.785481922	4	0.08869327	0.08869327	NA	0.25	0.25	0	0
PHF14	blood plasma|case-blood plasma|control	-0.627639862	1.035698045	-0.785481922	4	0.088886076	0.088886076	NA	0.25	0.25	0	0
RBBP5	blood plasma|case-blood plasma|control	-1.232963803	1.035698045	-0.785481922	4	0.08889501	0.08889501	NA	0.25	0.25	0	0
STX10	blood plasma|case-blood plasma|control	0.324417895	1.035698045	-0.785481922	4	0.088907228	0.088907228	NA	0.25	0.25	0	0
NELFCD	blood plasma|case-blood plasma|control	-2.843797072	1.035698045	-0.785481922	4	0.089156882	0.089156882	NA	0.25	0.25	0	0
NUP188	blood plasma|case-blood plasma|control	-0.592084476	1.035698045	-0.785481922	4	0.089364541	0.089364541	NA	0.25	0.25	0	0
NDUFA9	blood plasma|case-blood plasma|control	-2.255903858	1.035698045	-0.785481922	4	0.089518598	0.089518598	NA	0.25	0.25	0	0
IMPDH1	blood plasma|case-blood plasma|control	-0.606077993	1.035698045	-0.785481922	4	0.089740363	0.089740363	NA	0.25	0.25	0	0
ECSIT	blood plasma|case-blood plasma|control	-2.186206112	1.035698045	-0.785481922	4	0.089827552	0.089827552	NA	0.25	0.25	0	0
WDR46	blood plasma|case-blood plasma|control	1.293644749	1.035698045	-0.785481922	4	0.089862181	0.089862181	NA	0.25	0.25	0	0
BSG	blood plasma|case-blood plasma|control	0.018573089	1.035698045	-0.785481922	4	0.089880226	0.089880226	NA	0.25	0.25	0	0
PIK3C2A	blood plasma|case-blood plasma|control	-1.037759423	1.035698045	-0.785481922	4	0.090029831	0.090029831	NA	0.25	0.25	0	0
SCAI	blood plasma|case-blood plasma|control	0.903733338	1.035698045	-0.785481922	4	0.090245348	0.090245348	NA	0.25	0.25	0	0
HELZ2	blood plasma|case-blood plasma|control	-1.205431597	1.035698045	-0.785481922	4	0.090519787	0.090519787	NA	0.25	0.25	0	0
TRMT6	blood plasma|case-blood plasma|control	1.466564162	1.035698045	-0.785481922	4	0.090538861	0.090538861	NA	0.25	0.25	0	0
EBNA1BP2	blood plasma|case-blood plasma|control	1.891359318	1.035698045	-0.785481922	4	0.090566176	0.090566176	NA	0.25	0.25	0	0
NUP133	blood plasma|case-blood plasma|control	0.57774858	1.035698045	-0.785481922	4	0.090893427	0.090893427	NA	0.25	0.25	0	0
NDUFB5	blood plasma|case-blood plasma|control	0.226476377	1.035698045	-0.785481922	4	0.09097469	0.09097469	NA	0.25	0.25	0	0
POGLUT2	blood plasma|case-blood plasma|control	2.619045175	1.035698045	-0.785481922	4	0.091027176	0.091027176	NA	0.25	0.25	0	0
RP2	blood plasma|case-blood plasma|control	0.784747596	1.035698045	-0.785481922	4	0.091189289	0.091189289	NA	0.25	0.25	0	0
C7orf50	blood plasma|case-blood plasma|control	2.23344664	1.035698045	-0.785481922	4	0.091219902	0.091219902	NA	0.25	0.25	0	0
FRG1	blood plasma|case-blood plasma|control	-1.553090345	1.035698045	-0.785481922	4	0.091252959	0.091252959	NA	0.25	0.25	0	0
CS	blood plasma|case-blood plasma|control	-2.830340597	1.035698045	-0.785481922	4	0.091327325	0.091327325	NA	0.25	0.25	0	0
PPP1CA	blood plasma|case-blood plasma|control	-2.208508346	1.035698045	-0.785481922	4	0.091644289	0.091644289	NA	0.25	0.25	0	0
HNRNPK	blood plasma|case-blood plasma|control	0.181957039	1.035698045	-0.785481922	4	0.091879107	0.091879107	NA	0.25	0.25	0	0
MAX	blood plasma|case-blood plasma|control	-0.0170931	1.035698045	-0.785481922	4	0.091932966	0.091932966	NA	0.25	0.25	0	0
DNAJA3	blood plasma|case-blood plasma|control	-1.814051724	1.035698045	-0.785481922	4	0.091942159	0.091942159	NA	0.25	0.25	0	0
ANKMY2	blood plasma|case-blood plasma|control	1.393612364	1.035698045	-0.785481922	4	0.092109708	0.092109708	NA	0.25	0.25	0	0
EIF3C;EIF3CL	blood plasma|case-blood plasma|control	0.10346667	1.035698045	-0.785481922	4	0.092190759	0.092190759	NA	0.25	0.25	0	0
SRPK1	blood plasma|case-blood plasma|control	-3.086915313	1.035698045	-0.785481922	4	0.092235692	0.092235692	NA	0.25	0.25	0	0
PLD3	blood plasma|case-blood plasma|control	-0.42450807	1.035698045	-0.785481922	4	0.09236123	0.09236123	NA	0.25	0.25	0	0
COL4A1	blood plasma|case-blood plasma|control	-1.729032592	1.035698045	-0.785481922	4	0.092429622	0.092429622	NA	0.25	0.25	0	0
USP7	blood plasma|case-blood plasma|control	0.659092873	1.035698045	-0.785481922	4	0.092535113	0.092535113	NA	0.25	0.25	0	0
PSPH	blood plasma|case-blood plasma|control	-0.44040533	1.035698045	-0.785481922	4	0.092562488	0.092562488	NA	0.25	0.25	0	0
ALG10;ALG10B	blood plasma|case-blood plasma|control	0.414068668	1.035698045	-0.785481922	4	0.092705852	0.092705852	NA	0.25	0.25	0	0
PSMF1	blood plasma|case-blood plasma|control	0.750978447	1.035698045	-0.785481922	4	0.092773354	0.092773354	NA	0.25	0.25	0	0
ERP44	blood plasma|case-blood plasma|control	-0.51041666	1.035698045	-0.785481922	4	0.092828975	0.092828975	NA	0.25	0.25	0	0
SLC25A15	blood plasma|case-blood plasma|control	-0.499664391	1.035698045	-0.785481922	4	0.092858982	0.092858982	NA	0.25	0.25	0	0
LYPLA1	blood plasma|case-blood plasma|control	-0.239304715	1.035698045	-0.785481922	4	0.092909662	0.092909662	NA	0.25	0.25	0	0
AHCYL1	blood plasma|case-blood plasma|control	-2.005980934	1.035698045	-0.785481922	4	0.093132134	0.093132134	NA	0.25	0.25	0	0
VAMP7	blood plasma|case-blood plasma|control	0.33172949	1.035698045	-0.785481922	4	0.093194778	0.093194778	NA	0.25	0.25	0	0
CIAO2B	blood plasma|case-blood plasma|control	-0.275823339	1.035698045	-0.785481922	4	0.093247742	0.093247742	NA	0.25	0.25	0	0
RAP1B;RAP1BL	blood plasma|case-blood plasma|control	0.99201181	1.035698045	-0.785481922	4	0.093342929	0.093342929	NA	0.25	0.25	0	0
RBM27	blood plasma|case-blood plasma|control	-0.775816871	1.035698045	-0.785481922	4	0.09339607	0.09339607	NA	0.25	0.25	0	0
DSG2	blood plasma|case-blood plasma|control	-2.052472022	1.035698045	-0.785481922	4	0.09345535	0.09345535	NA	0.25	0.25	0	0
UGGT1	blood plasma|case-blood plasma|control	-0.470037085	1.035698045	-0.785481922	4	0.093552537	0.093552537	NA	0.25	0.25	0	0
WRAP53	blood plasma|case-blood plasma|control	1.43556115	1.035698045	-0.785481922	4	0.093746684	0.093746684	NA	0.25	0.25	0	0
CCDC86	blood plasma|case-blood plasma|control	-0.418947921	1.035698045	-0.785481922	4	0.094025587	0.094025587	NA	0.25	0.25	0	0
EMG1	blood plasma|case-blood plasma|control	0.28815066	1.035698045	-0.785481922	4	0.09496427	0.09496427	NA	0.25	0.25	0	0
TBCD	blood plasma|case-blood plasma|control	-0.774372804	1.035698045	-0.785481922	4	0.095224205	0.095224205	NA	0.25	0.25	0	0
GPX4	blood plasma|case-blood plasma|control	-0.535709402	1.035698045	-0.785481922	4	0.095256826	0.095256826	NA	0.25	0.25	0	0
SNF8	blood plasma|case-blood plasma|control	-1.61715639	1.035698045	-0.785481922	4	0.095341617	0.095341617	NA	0.25	0.25	0	0
HDAC7	blood plasma|case-blood plasma|control	0.921381427	1.035698045	-0.785481922	4	0.09537707	0.09537707	NA	0.25	0.25	0	0
MKI67	blood plasma|case-blood plasma|control	2.574980423	1.035698045	-0.785481922	4	0.095446355	0.095446355	NA	0.25	0.25	0	0
AKAP9	blood plasma|case-blood plasma|control	-0.29390616	1.035698045	-0.785481922	4	0.095462638	0.095462638	NA	0.25	0.25	0	0
APMAP	blood plasma|case-blood plasma|control	-2.550624678	1.035698045	-0.785481922	4	0.095481537	0.095481537	NA	0.25	0.25	0	0
LTA4H	blood plasma|case-blood plasma|control	0.970530881	1.035698045	-0.785481922	4	0.09553676	0.09553676	NA	0.25	0.25	0	0
ATE1	blood plasma|case-blood plasma|control	-1.266232935	1.035698045	-0.785481922	4	0.095571576	0.095571576	NA	0.25	0.25	0	0
ACAD9	blood plasma|case-blood plasma|control	0.216516429	1.035698045	-0.785481922	4	0.095857844	0.095857844	NA	0.25	0.25	0	0
SLTM	blood plasma|case-blood plasma|control	0.413423036	1.035698045	-0.785481922	4	0.096259209	0.096259209	NA	0.25	0.25	0	0
MRPS23	blood plasma|case-blood plasma|control	-2.497636912	1.035698045	-0.785481922	4	0.096333521	0.096333521	NA	0.25	0.25	0	0
MRPL34	blood plasma|case-blood plasma|control	1.95441867	1.035698045	-0.785481922	4	0.096404602	0.096404602	NA	0.25	0.25	0	0
ANKRD54	blood plasma|case-blood plasma|control	-2.193260278	1.035698045	-0.785481922	4	0.096686774	0.096686774	NA	0.25	0.25	0	0
POLR2B	blood plasma|case-blood plasma|control	1.041190453	1.035698045	-0.785481922	4	0.097256139	0.097256139	NA	0.25	0.25	0	0
ACADM	blood plasma|case-blood plasma|control	1.108940908	1.035698045	-0.785481922	4	0.097366554	0.097366554	NA	0.25	0.25	0	0
FLNB	blood plasma|case-blood plasma|control	1.718263108	1.035698045	-0.785481922	4	0.097366618	0.097366618	NA	0.25	0.25	0	0
CASP8	blood plasma|case-blood plasma|control	-0.202033605	1.035698045	-0.785481922	4	0.097390814	0.097390814	NA	0.25	0.25	0	0
MYOF	blood plasma|case-blood plasma|control	0.674336078	1.035698045	-0.785481922	4	0.097450405	0.097450405	NA	0.25	0.25	0	0
EIF2AK2	blood plasma|case-blood plasma|control	1.314625191	1.035698045	-0.785481922	4	0.097753098	0.097753098	NA	0.25	0.25	0	0
ATIC	blood plasma|case-blood plasma|control	2.991575618	1.035698045	-0.785481922	4	0.097946915	0.097946915	NA	0.25	0.25	0	0
GDF15	blood plasma|case-blood plasma|control	-0.992193773	1.035698045	-0.785481922	4	0.097969724	0.097969724	NA	0.25	0.25	0	0
SMARCA5	blood plasma|case-blood plasma|control	1.077680897	1.035698045	-0.785481922	4	0.098388115	0.098388115	NA	0.25	0.25	0	0
CAMK1D	blood plasma|case-blood plasma|control	-0.401458292	1.035698045	-0.785481922	4	0.098600604	0.098600604	NA	0.25	0.25	0	0
GNA11;GNAQ	blood plasma|case-blood plasma|control	-1.162711394	1.035698045	-0.785481922	4	0.098644685	0.098644685	NA	0.25	0.25	0	0
TRIAP1	blood plasma|case-blood plasma|control	-0.530596916	1.035698045	-0.785481922	4	0.099018654	0.099018654	NA	0.25	0.25	0	0
MRPS31	blood plasma|case-blood plasma|control	-1.340899068	1.035698045	-0.785481922	4	0.099160978	0.099160978	NA	0.25	0.25	0	0
AKAP13	blood plasma|case-blood plasma|control	-0.937098875	1.035698045	-0.785481922	4	0.099179707	0.099179707	NA	0.25	0.25	0	0
ANXA5	blood plasma|case-blood plasma|control	-1.393385677	1.035698045	-0.785481922	4	0.09918798	0.09918798	NA	0.25	0.25	0	0
NAA25	blood plasma|case-blood plasma|control	0.395263089	1.035698045	-0.785481922	4	0.099241366	0.099241366	NA	0.25	0.25	0	0
SSU72	blood plasma|case-blood plasma|control	2.626731724	1.035698045	-0.785481922	4	0.099272601	0.099272601	NA	0.25	0.25	0	0
DDX5	blood plasma|case-blood plasma|control	-0.305461404	1.035698045	-0.785481922	4	0.099506502	0.099506502	NA	0.25	0.25	0	0
TCP1	blood plasma|case-blood plasma|control	-0.852485544	1.035698045	-0.785481922	4	0.099681229	0.099681229	NA	0.25	0.25	0	0
EIF2S3;EIF2S3B	blood plasma|case-blood plasma|control	-1.99608553	1.035698045	-0.785481922	4	0.099805052	0.099805052	NA	0.25	0.25	0	0
RPL10;RPL10L	blood plasma|case-blood plasma|control	-0.980997874	1.035698045	-0.785481922	4	0.100062825	0.100062825	NA	0.25	0.25	0	0
ARIH2	blood plasma|case-blood plasma|control	-2.059565881	1.035698045	-0.785481922	4	0.100249581	0.100249581	NA	0.25	0.25	0	0
GFM1	blood plasma|case-blood plasma|control	0.53265681	1.035698045	-0.785481922	4	0.100279992	0.100279992	NA	0.25	0.25	0	0
RBBP7	blood plasma|case-blood plasma|control	-2.867692317	1.035698045	-0.785481922	4	0.100328202	0.100328202	NA	0.25	0.25	0	0
TOP2B	blood plasma|case-blood plasma|control	1.818674542	1.035698045	-0.785481922	4	0.100370798	0.100370798	NA	0.25	0.25	0	0
ERAP1	blood plasma|case-blood plasma|control	-1.393035967	1.035698045	-0.785481922	4	0.100471154	0.100471154	NA	0.25	0.25	0	0
SEC31A	blood plasma|case-blood plasma|control	0.278317764	1.035698045	-0.785481922	4	0.100644344	0.100644344	NA	0.25	0.25	0	0
PHF21A	blood plasma|case-blood plasma|control	-1.231869885	1.035698045	-0.785481922	4	0.100667245	0.100667245	NA	0.25	0.25	0	0
ITGA6	blood plasma|case-blood plasma|control	-2.268624052	1.035698045	-0.785481922	4	0.100771127	0.100771127	NA	0.25	0.25	0	0
KPNA1	blood plasma|case-blood plasma|control	-1.908346705	1.035698045	-0.785481922	4	0.100832395	0.100832395	NA	0.25	0.25	0	0
MALSU1	blood plasma|case-blood plasma|control	-0.237104329	1.035698045	-0.785481922	4	0.100852645	0.100852645	NA	0.25	0.25	0	0
RGN	blood plasma|case-blood plasma|control	-0.990904643	1.035698045	-0.785481922	4	0.100863784	0.100863784	NA	0.25	0.25	0	0
SDHAF2	blood plasma|case-blood plasma|control	-0.718062082	1.035698045	-0.785481922	4	0.101359354	0.101359354	NA	0.25	0.25	0	0
MCM7	blood plasma|case-blood plasma|control	-0.043371952	1.035698045	-0.785481922	4	0.101538152	0.101538152	NA	0.25	0.25	0	0
EIF2S1	blood plasma|case-blood plasma|control	-2.143325781	1.035698045	-0.785481922	4	0.101541739	0.101541739	NA	0.25	0.25	0	0
PPIH	blood plasma|case-blood plasma|control	-0.215662127	1.035698045	-0.785481922	4	0.101651907	0.101651907	NA	0.25	0.25	0	0
VAT1	blood plasma|case-blood plasma|control	-1.33064429	1.035698045	-0.785481922	4	0.101675374	0.101675374	NA	0.25	0.25	0	0
GATD3	blood plasma|case-blood plasma|control	0.435577126	1.035698045	-0.785481922	4	0.101777237	0.101777237	NA	0.25	0.25	0	0
MTARC1	blood plasma|case-blood plasma|control	-0.342438239	1.035698045	-0.785481922	4	0.101787092	0.101787092	NA	0.25	0.25	0	0
DDX27	blood plasma|case-blood plasma|control	0.458978307	1.035698045	-0.785481922	4	0.102068187	0.102068187	NA	0.25	0.25	0	0
ACTL8	blood plasma|case-blood plasma|control	1.021005513	1.035698045	-0.785481922	4	0.102181903	0.102181903	NA	0.25	0.25	0	0
FBXO30	blood plasma|case-blood plasma|control	-0.957615046	1.035698045	-0.785481922	4	0.102227624	0.102227624	NA	0.25	0.25	0	0
EBP	blood plasma|case-blood plasma|control	0.160258267	1.035698045	-0.785481922	4	0.102289532	0.102289532	NA	0.25	0.25	0	0
NUFIP2	blood plasma|case-blood plasma|control	-2.425859775	1.035698045	-0.785481922	4	0.102311681	0.102311681	NA	0.25	0.25	0	0
MRPL41	blood plasma|case-blood plasma|control	-1.070607819	1.035698045	-0.785481922	4	0.102536047	0.102536047	NA	0.25	0.25	0	0
VPS37A	blood plasma|case-blood plasma|control	-1.419784998	1.035698045	-0.785481922	4	0.102562622	0.102562622	NA	0.25	0.25	0	0
NDUFA6	blood plasma|case-blood plasma|control	-1.002476191	1.035698045	-0.785481922	4	0.102750876	0.102750876	NA	0.25	0.25	0	0
MUC16	blood plasma|case-blood plasma|control	1.263577035	1.035698045	-0.785481922	4	0.102866344	0.102866344	NA	0.25	0.25	0	0
NUTF2	blood plasma|case-blood plasma|control	2.531646313	1.035698045	-0.785481922	4	0.102888082	0.102888082	NA	0.25	0.25	0	0
AASDHPPT	blood plasma|case-blood plasma|control	-0.681081582	1.035698045	-0.785481922	4	0.102975681	0.102975681	NA	0.25	0.25	0	0
APOB	blood plasma|case-blood plasma|control	0.257366276	1.035698045	-0.785481922	4	0.103015008	0.103015008	NA	0.25	0.25	0	0
OXLD1	blood plasma|case-blood plasma|control	-1.211486273	1.035698045	-0.785481922	4	0.103052792	0.103052792	NA	0.25	0.25	0	0
CKAP2	blood plasma|case-blood plasma|control	1.216587836	1.035698045	-0.785481922	4	0.103124767	0.103124767	NA	0.25	0.25	0	0
MRPS11	blood plasma|case-blood plasma|control	-0.679652293	1.035698045	-0.785481922	4	0.103407875	0.103407875	NA	0.25	0.25	0	0
NDUFA7	blood plasma|case-blood plasma|control	-0.421802928	1.035698045	-0.785481922	4	0.103456724	0.103456724	NA	0.25	0.25	0	0
TXNRD1	blood plasma|case-blood plasma|control	-0.823267589	1.035698045	-0.785481922	4	0.103617258	0.103617258	NA	0.25	0.25	0	0
U2SURP	blood plasma|case-blood plasma|control	-0.152442025	1.035698045	-0.785481922	4	0.103650545	0.103650545	NA	0.25	0.25	0	0
CTPS1	blood plasma|case-blood plasma|control	-1.033236166	1.035698045	-0.785481922	4	0.103863355	0.103863355	NA	0.25	0.25	0	0
MSH2	blood plasma|case-blood plasma|control	-1.714565429	1.035698045	-0.785481922	4	0.103911047	0.103911047	NA	0.25	0.25	0	0
RNASEH2B	blood plasma|case-blood plasma|control	0.314591617	1.035698045	-0.785481922	4	0.104039075	0.104039075	NA	0.25	0.25	0	0
RAD50	blood plasma|case-blood plasma|control	1.435383201	1.035698045	-0.785481922	4	0.10412911	0.10412911	NA	0.25	0.25	0	0
MED23	blood plasma|case-blood plasma|control	-2.944976879	1.035698045	-0.785481922	4	0.10415073	0.10415073	NA	0.25	0.25	0	0
NR2F1;NR2F2;NR2F6	blood plasma|case-blood plasma|control	-0.433553421	1.035698045	-0.785481922	4	0.104491062	0.104491062	NA	0.25	0.25	0	0
METAP2	blood plasma|case-blood plasma|control	-2.786166259	1.035698045	-0.785481922	4	0.104535525	0.104535525	NA	0.25	0.25	0	0
UBE2H	blood plasma|case-blood plasma|control	0.736920478	1.035698045	-0.785481922	4	0.104552381	0.104552381	NA	0.25	0.25	0	0
EIF4G2	blood plasma|case-blood plasma|control	1.594313182	1.035698045	-0.785481922	4	0.104661937	0.104661937	NA	0.25	0.25	0	0
ATP5PO	blood plasma|case-blood plasma|control	-0.864797461	1.035698045	-0.785481922	4	0.10497621	0.10497621	NA	0.25	0.25	0	0
DDAH1	blood plasma|case-blood plasma|control	1.934193272	1.035698045	-0.785481922	4	0.105286479	0.105286479	NA	0.25	0.25	0	0
KIF22	blood plasma|case-blood plasma|control	-1.259673102	1.035698045	-0.785481922	4	0.105353984	0.105353984	NA	0.25	0.25	0	0
